gene_id,acinar,alpha,beta,delta,ductal,endothelial,epsilon,gamma,unclear
gene_name-1611,-0.133267,-0.13326685,-0.044437725,-0.13326696,1.6718024,2.1624157,-0.13326702,-0.13326696,-0.13326702
gene_name-1631,0.3324152,0.18432835,-0.8025222,-0.053611845,-0.40879667,-1.3102754,-0.3750948,0.5970346,-0.50718117
gene_name-1633,-0.091806926,-0.091807,0.024631422,-0.0918069,1.156233,-0.09180695,-0.09180695,-0.0918069,-0.09180695
gene_name-1658,-0.18901454,0.2596947,-0.41151887,-0.22228977,-0.87086195,-1.3491305,0.171902,0.32532787,-0.6756242
gene_name-1720,0.22554085,-0.1479702,-0.11618583,0.048342373,-0.06338128,1.0431436,-0.21977484,0.4487887,1.719809
gene_name-1728,0.57368225,-0.020201407,0.0801966,0.047170892,-0.0807894,-0.40767476,-0.40767473,-0.18222022,-0.40767473
gene_name-1746,-0.9769121,0.5018338,-0.18237793,-1.1131184,-0.2258948,-1.4706706,0.592221,-0.02065148,-0.6522448
gene_name-1750,-0.32194278,0.4005878,-0.37710515,-0.24663636,-0.37623718,-0.7082798,0.1701698,-0.4493235,-0.7082798
gene_name-1753,-1.036938,-0.056756318,0.5155821,0.5735545,-0.767328,-0.22350703,-1.0369382,-0.20870622,-1.0369382
gene_name-1778,1.406835,0.19085677,-0.6281284,-0.5122479,-0.39231664,-0.96917254,0.017304808,0.29962593,0.02853313
gene_name-1791,-0.19453713,0.01765299,-0.37310076,-0.016337221,-0.6967485,-0.047755677,-1.1144729,0.8654462,-1.1144729
gene_name-1847,0.35323313,0.036143854,-0.033871762,-0.13389185,-0.22224002,0.5539341,-0.22224006,-0.056522887,-0.22224006
gene_name-1867,0.33738962,-0.0506247,-0.09261083,0.086091176,-0.09261083,-0.09261083,-0.09261082,0.087614365,-0.09261082
gene_name-1877,-0.5383058,0.41503236,-0.46958077,-0.6255403,-0.9272899,-1.1290835,-0.101510376,0.30007145,0.039718926
gene_name-1883,-0.115897976,-0.115898095,-0.009260963,-0.115898006,1.9009013,-0.115897976,-0.115897976,-0.11589801,-0.115897976
gene_name-1885,-0.13168645,-0.13168666,-0.020231985,-0.064307444,2.0297518,-0.13168645,-0.13168645,-0.13168634,-0.13168645
gene_name-1886,-0.12440005,-0.124399744,-0.008240549,-0.1244001,2.0347078,-0.12440003,-0.124400035,-0.1244001,-0.124400035
gene_name-1903,0.3226537,-0.12202962,0.071421504,-0.18824193,1.456681,-0.18824185,-0.18824187,-0.106087185,-0.18824187
gene_name-1904,0.8184045,-0.17755622,0.049934898,0.0038966683,1.0748531,0.61818403,-0.22616094,-0.16633669,-0.22616094
gene_name-1912,0.27308717,-0.06539309,0.22973394,-0.053029943,0.014789321,-0.5299993,0.6143907,-0.12162987,1.4008996
gene_name-1924,-0.21955135,0.020500509,-0.14717637,-0.067163065,1.1390609,-0.21955137,-0.21955138,-0.14923753,-0.21955138
gene_name-1928,-0.2881665,0.029722193,-0.28816622,0.37455726,-0.2881665,-0.2881665,2.0152943,0.09750523,-0.28816646
gene_name-1931,-0.1142969,-0.11429657,-0.004733959,0.017389622,1.5319741,-0.11429689,-0.11429689,-0.114296906,-0.11429689
gene_name-1950,-0.2762985,-0.121853925,0.32791924,0.07600088,-0.08639639,-0.2762985,-0.27629846,0.105537176,1.1178524
gene_name-1991,-0.12356466,-0.30139008,0.54618984,0.11836347,-0.2657386,0.2743444,-0.45209607,0.4326822,1.0614341
gene_name-2006,-0.4913091,0.4214712,-0.2465091,-0.43404958,-0.63991046,-0.6399103,0.15864486,-0.38718483,-0.008249998
gene_name-2007,0.15567185,0.49394703,-0.4778955,-0.52176315,-0.71264005,-0.7126402,-0.71264017,-0.45368648,-0.07110706
gene_name-2011,0.7672889,-0.101356186,-0.040188488,-0.13163087,1.0858026,-0.13163082,-0.13163082,-0.13163087,-0.13163082
gene_name-2024,-0.10439743,0.10893337,-0.1097572,0.0024855216,-0.26682124,-0.26682118,1.5551883,-0.15095662,-0.26682118
gene_name-2032,-0.1695258,-0.0054714885,-0.09497066,0.033602037,-0.1695258,-0.16952576,-0.16952577,0.27344948,-0.16952577
gene_name-2039,-0.09405148,-0.094051376,0.044223275,-0.09405141,1.2255408,-0.09405148,-0.09405148,-0.09405141,-0.09405148
gene_name-2041,2.0358853,-0.1667076,-0.023346893,-0.19894569,0.73203653,0.21652384,-0.25378364,-0.19735493,-0.25378364
gene_name-2060,0.32056305,-0.09349055,0.044776432,-0.093490414,0.7799601,-0.09349037,-0.09349037,-0.09349042,-0.09349037
gene_name-2068,0.4132634,0.024910798,-0.15071133,-0.15686457,-0.10607254,2.485144,-0.28487432,-0.19782557,2.1760626
gene_name-2078,-0.1931072,-0.13319848,0.040273607,0.1332898,1.3298106,-0.19310723,-0.19310722,-0.1337135,1.2327527
gene_name-2079,0.7921788,-0.012440133,0.1483501,-0.21065547,0.012607282,-0.2106555,-0.21065551,-0.21065545,-0.21065551
gene_name-2083,-0.1131158,0.037385106,-0.11311581,-0.113115795,-0.113115795,1.0894532,-0.11311581,0.044079006,-0.11311581
gene_name-2100,-0.115576655,0.0024100153,-0.115576714,0.22688553,-0.115576655,-0.11557665,-0.115576655,0.036063466,-0.115576655
gene_name-2120,2.4029217,-0.15614812,-0.00878386,-0.21870968,0.44445965,-0.21870963,-0.21870963,-0.21870969,-0.21870963
gene_name-2125,-0.26414448,0.12936746,0.41825676,-0.45625475,-0.23291965,-0.33122918,-1.7321401,-0.3266137,0.12402492
gene_name-2140,-0.32779974,-0.035621565,-0.007936225,0.49719873,-0.69515824,-0.07631358,-0.18290207,0.10221549,-0.4183213
gene_name-2145,0.07442993,-0.05576364,0.15335925,-0.07431928,0.12004502,-0.2531465,-0.2531465,-0.046839602,2.5885239
gene_name-2169,2.060457,-0.22619925,-0.20075604,-0.24402048,1.1518552,3.708636,-0.2440205,-0.24402048,-0.2440205
gene_name-2214,2.4530432,-0.15642545,-0.009321885,-0.25779673,0.75520855,-0.3053546,-0.3053546,-0.30535483,-0.3053546
gene_name-2218,-0.111783355,-0.111783475,0.021867722,-0.11178338,0.43147114,1.1437427,-0.11178338,-0.111783385,9.277445
gene_name-2236,-0.31629694,-0.50971544,0.45591244,1.4254625,-0.5181558,-0.51815575,-0.51815575,0.42822888,-0.51815575
gene_name-2241,-1.1549413,0.32967955,-0.46517423,-0.3169655,-1.298945,-1.0400481,-1.2989453,0.78825754,-1.2989453
gene_name-2245,-0.69270635,0.056256145,-0.2228038,0.3642588,-0.52670664,-0.6927064,-0.6927064,0.3200952,-0.6927064
gene_name-2268,-1.0918435,-0.23503293,0.45006248,0.80667806,0.30876744,-0.8507028,-0.24298933,-0.047000315,-0.35919657
gene_name-2277,-0.28690925,-0.28691003,-0.09016023,0.88967377,-0.28690922,-0.2869093,-0.2869093,0.6485836,-0.2869093
gene_name-2283,0.097372815,-0.092484176,-0.12264505,-0.12264504,-0.12264513,7.2223067,-0.12264511,-0.122645035,-0.12264511
gene_name-2284,-0.11510983,-0.083628304,-0.115109876,0.73453057,-0.11510983,-0.11510981,-0.115109816,-0.11510988,-0.115109816
gene_name-2285,-0.06753386,-0.41596746,0.6118124,0.7452142,0.762968,0.43296996,2.568842,-0.32617283,0.21870601
gene_name-2302,-0.4195286,0.13560775,0.12923913,-0.38272974,-0.48522034,-0.68560934,-0.15718853,0.07496859,0.70465386
gene_name-2303,-0.45294526,0.47275066,-0.43042377,-0.4146664,-0.3184783,-0.41752148,-0.71125615,-0.5253069,0.8099413
gene_name-2304,-1.7886592,0.20322138,0.26670837,-0.16585076,-1.6932762,-2.0352607,0.5291877,0.6252098,-1.708431
gene_name-2322,-0.044948846,-0.18968275,0.3657438,0.39239436,-0.22757725,-0.22757728,-0.22757728,0.027000206,-0.22757728
gene_name-2323,-0.1329271,-0.13292697,-0.013705342,-0.13292705,2.1904366,-0.13292708,-0.13292708,-0.13292705,-0.13292708
gene_name-2331,0.21874589,-0.13099377,0.21528663,-0.1751372,0.74601895,0.58423996,-0.17513725,-0.17513724,3.688255
gene_name-2332,0.36709207,-0.0691756,-0.10444257,-0.10444255,0.81380236,-0.1044425,-0.10444251,0.03345437,-0.10444251
gene_name-2334,-0.06432923,-0.017518355,-0.06432919,-0.06432921,-0.06432924,-0.06432923,-0.06432923,-0.0643292,4.9678354
gene_name-2348,-0.22220092,-0.29832572,-0.11020194,0.20537469,-0.20890017,-0.34697345,-0.34697345,1.3219937,-0.34697345
gene_name-2360,0.11697789,-0.16819416,-0.08943113,-0.16819443,-0.16819447,-0.16819443,-0.16819443,0.97375506,-0.16819443
gene_name-2376,1.6815805,-0.1767803,-0.17595585,0.19177186,0.6459305,1.280933,-0.3286961,-0.2715331,-0.3286961
gene_name-2385,-0.59487057,-0.56011814,0.91491616,1.3782622,-0.1995727,-0.66139704,-0.6613971,0.07295142,-0.6613971
gene_name-2395,-0.09053168,-0.09053167,0.0056111184,-0.09053166,0.31368634,1.5912236,-0.09053166,0.0804305,-0.09053166
gene_name-2396,1.1749341,-0.20623052,0.02053027,-0.26401576,1.3450907,1.6720452,0.7307215,-0.17408657,0.41154414
gene_name-2405,-0.24334331,-0.15989247,-0.24334332,1.3524344,-0.24334331,-0.24334328,-0.24334328,-0.11858731,-0.24334328
gene_name-2407,0.8470284,-0.16187248,0.024263823,-0.15407395,0.9013073,-0.66185004,-0.6618501,0.09290316,1.8365608
gene_name-2411,2.8232853,-0.16402647,0.099796504,-0.11933861,-0.2839042,-0.28390422,-0.28390422,-0.28390414,-0.28390422
gene_name-2421,0.05874191,-0.18706447,0.3579785,-0.22286563,0.34410083,0.10769612,0.6327219,0.24042328,0.85961616
gene_name-2437,0.39829713,-0.03489569,-0.08178774,-0.0817878,0.37647521,-0.081787795,-0.081787795,-0.08178779,-0.081787795
gene_name-2482,-0.12335799,0.020081041,0.07929606,0.047353953,-0.12335799,-0.123357974,-0.123357974,-0.1233579,-0.123357974
gene_name-2495,0.008021625,-0.027538126,0.0022370717,0.08474565,0.019943656,-0.19386213,-0.19386213,0.04638035,-0.19386213
gene_name-2496,-0.08147408,0.012306929,-0.08147415,-0.08147409,-0.08147407,-0.081474096,-0.081474096,0.098552026,-0.081474096
gene_name-2503,-0.113523096,-0.0014467974,0.12214815,-0.11352304,-0.113523096,-0.11352312,-0.11352311,0.021196697,-0.11352311
gene_name-2538,-0.439774,0.076748796,-0.081266105,0.265443,-0.44203183,-0.534261,0.8222332,-0.12159211,1.3465929
gene_name-2548,-0.080120884,0.0119951535,-0.080120906,0.110069975,-0.08012089,-0.08012087,-0.08012087,-0.08012087,-0.08012087
gene_name-2564,-0.47059646,0.40139434,-0.14990757,-0.44485322,-0.31684983,-0.52747875,0.048612744,-0.54066926,-0.79046124
gene_name-2589,-0.06671048,-0.06671048,-0.06671048,-0.06671048,0.8484449,-0.06671048,-0.06671049,-0.06671048,-0.06671049
gene_name-2590,0.27300683,-0.014090581,-0.12022365,-0.12022364,-0.12022367,-0.12022365,-0.12022365,0.07984374,4.939888
gene_name-2598,0.38283086,-0.09342509,-0.1474028,0.059265316,1.3361297,-0.14740284,-0.14740284,-0.1474028,-0.14740284
gene_name-2599,-0.08148598,-0.0814858,-0.081485905,-0.081485964,1.2932624,-0.08148598,-0.08148598,-0.08148595,-0.08148598
gene_name-2600,-0.09155404,-0.09155402,0.00984157,-0.09155401,1.1842337,-0.09155404,-0.09155403,-0.09155402,-0.09155403
gene_name-2601,-0.22264805,0.013861696,-0.18921378,-0.067958646,0.18100299,-0.38705388,0.26152253,0.32758024,-0.7087585
gene_name-2603,1.2651029,-0.07944022,-0.07944025,-0.079440296,-0.079440266,-0.07944029,-0.07944029,-0.07944029,-0.07944029
gene_name-2606,-0.11287561,-0.073552005,-0.11287557,-0.11287559,-0.11287561,-0.1128756,-0.1128756,0.59351635,-0.1128756
gene_name-2613,-0.1830031,-0.22916475,0.15730824,-0.20848164,0.938542,0.503403,-0.3148553,0.40343213,3.5243587
gene_name-2619,-0.09356358,-0.007888898,-0.093563564,-0.093563564,0.36523464,-0.093563594,-0.093563594,0.08667864,-0.093563594
gene_name-2621,0.5479586,-0.28639978,0.4891759,0.15857741,0.73054594,-0.17292614,-0.5329163,-0.12408024,-0.5329163
gene_name-2628,0.24889812,-0.11065359,0.004495508,0.042265408,0.4790827,-0.31771153,-0.06128013,0.075514324,1.6278017
gene_name-2638,-0.11568698,-0.115686886,0.013119786,-0.11568693,1.8232337,-0.11568699,-0.11568699,-0.11568693,-0.11568699
gene_name-2644,0.39883372,-0.034335412,-0.08122488,-0.081224866,-0.08122481,-0.08122483,-0.08122483,-0.081224866,4.959388
gene_name-2665,-0.12917335,0.12991527,-0.16708973,-0.21104285,-0.09925659,-0.27151713,1.5739081,-0.011219814,-0.27151713
gene_name-2666,-0.27380425,-0.04336597,0.21980341,-0.011545503,0.47687623,0.31219298,-0.27380428,-0.20766778,-0.27380428
gene_name-2669,-0.06277965,-0.0627795,-0.06277963,-0.06277966,0.805538,-0.06277964,-0.06277964,-0.06277966,-0.06277964
gene_name-2670,-0.09286832,-0.09286823,-0.09286832,-0.09286832,1.5917485,-0.092868306,-0.092868306,-0.09286832,-0.092868306
gene_name-2674,-0.11404395,-0.114044145,-0.011714337,-0.114044026,1.824791,-0.11404395,-0.11404395,-0.11404403,-0.11404395
gene_name-2678,-0.066716805,-0.06671693,-0.06671682,-0.06671685,0.84843904,-0.06671681,-0.06671681,-0.06671685,-0.06671681
gene_name-2682,-0.10496415,-0.06821638,-0.10496423,-0.10496421,1.6369504,-0.10496416,-0.10496417,-0.10496421,-0.10496417
gene_name-2684,-0.09102047,-0.09102057,-0.091020554,-0.09102054,0.8263449,1.4307286,-0.09102048,0.016387437,-0.09102048
gene_name-2686,-0.06673979,-0.019917706,-0.066739745,-0.06673979,-0.06673979,1.6110501,-0.06673978,-0.06673979,-0.06673978
gene_name-2687,1.6338054,-0.2398075,0.35085294,-0.07963225,0.7062784,-0.46073374,-0.22324967,-0.34077635,1.306598
gene_name-2694,-0.13332845,-0.13332886,-0.018000906,-0.13332845,2.211167,-0.13332845,-0.13332847,-0.13332845,-0.13332847
gene_name-2695,-0.081381045,-0.081380896,0.056720186,-0.08138105,0.8351082,-0.08138102,-0.08138102,-0.08138104,-0.08138102
gene_name-2698,-0.09340226,-0.09340226,0.031091347,-0.093402244,1.2550479,-0.093402244,-0.093402244,-0.09340225,-0.093402244
gene_name-2704,-0.43884096,0.26547775,-0.49156153,-0.45726278,0.03845262,1.7079943,-0.5218102,0.058042202,-0.5218102
gene_name-2705,-0.12284925,-0.122849055,0.0020862287,-0.12284933,1.9754184,-0.12284928,-0.12284928,-0.12284934,-0.12284928
gene_name-2709,1.9510825,-0.1442315,-0.1658929,-0.4591769,1.2746755,-0.7939562,-0.79395616,0.08273477,0.07961884
gene_name-2712,-0.064646825,-0.064646736,0.07322511,-0.06464678,0.39283723,-0.06464682,-0.06464682,-0.06464678,-0.06464682
gene_name-2713,-0.09311365,-0.093113564,-0.09311356,-0.09311361,1.6403804,-0.09311365,-0.09311365,-0.0931136,-0.09311365
gene_name-2714,-0.079466835,-0.07946689,0.050001785,-0.07946683,0.8368481,-0.07946685,-0.07946685,-0.07946683,-0.07946685
gene_name-2715,-0.14791028,-0.14791062,0.028783286,-0.14791022,2.2912254,-0.14791025,-0.14791025,-0.14791022,-0.14791025
gene_name-2721,-0.037279263,-0.0995569,0.24668066,-0.17297813,1.3155726,-0.2362846,-0.2362846,-0.2362845,-0.2362846
gene_name-2726,0.035577454,-0.06885744,-0.2472217,0.033797543,1.760936,0.024486482,1.4443598,-0.23842403,0.94430727
gene_name-2732,-0.15545183,-0.10436395,-0.085392945,0.2203909,0.43099502,-0.15545185,-0.15545185,0.098259486,3.2574167
gene_name-2733,-0.2212132,-0.16612497,0.085459426,-0.029436482,1.2814213,-0.34850347,-0.34850347,0.1960314,-0.34850347
gene_name-2734,-0.1041213,-0.10412149,0.034291387,0.023623321,1.1549113,-0.104121275,-0.104121275,-0.104121245,-0.104121275
gene_name-2737,-0.1113732,-0.11137339,-0.1113733,-0.022441372,-0.11137319,7.3320236,-0.1113732,-0.11137328,-0.1113732
gene_name-2740,-0.7195525,0.6240418,-0.5624806,-0.41579178,-0.6560164,-0.79641557,-1.0501769,-0.5812286,-1.0501769
gene_name-2742,0.6940412,-0.50249183,0.118022606,1.1533498,1.5272529,1.2614731,0.68907326,-0.34852663,0.3444621
gene_name-2766,1.1168331,-0.18330768,-0.08228129,-0.26182935,1.7398216,1.6873945,-0.2618293,-0.20557149,-0.2618293
gene_name-2768,-1.1249645,0.18871836,0.18545,-0.0012508339,-0.78458494,-1.1386338,0.32777235,-0.13836019,0.3817684
gene_name-2775,0.07424134,-0.23566712,0.43067378,0.6531761,-0.20258403,0.09201627,-1.0378796,-0.15878415,-1.0378796
gene_name-2786,0.396773,-0.37329245,0.30055186,0.49559623,-0.0025704503,-0.8414445,0.6600238,0.4913528,-0.005966991
gene_name-2788,0.21864259,-5.2507535e-06,-0.11374565,0.033403963,-0.11374558,1.5718788,-0.11374557,-0.113745645,-0.11374557
gene_name-2792,-0.14088623,-0.14088629,0.077678435,-0.026040597,0.17974728,-0.1408862,-0.1408862,0.4716639,-0.1408862
gene_name-2795,0.8822889,0.13269335,-0.21841034,-0.13455018,-0.040062215,-1.7618376,0.9019921,-0.2936902,1.0565212
gene_name-2798,-0.32008857,0.033341274,-0.12844884,-0.08572937,0.06244494,-0.43614748,-0.43614748,0.2939565,-0.43614748
gene_name-2799,-0.065346226,-0.018530535,-0.06534623,-0.06534623,-0.06534623,1.6122118,-0.06534621,-0.06534623,-0.06534621
gene_name-2804,-0.094088905,-0.094088905,-0.09408893,-0.09408889,-0.094088905,6.4174953,-0.094088905,-0.0940889,-0.094088905
gene_name-2805,-0.20108531,-0.05097568,0.06957267,-0.20108518,1.0976758,0.669096,-0.20108533,-0.11781781,-0.20108533
gene_name-2810,-0.26359475,-0.12989356,-0.0856459,0.87307465,-0.060537502,-0.42264906,1.2482835,-0.11120397,0.5201695
gene_name-2812,-0.13324164,0.0822367,-0.13324164,-0.13324164,-0.13324164,-0.13324164,6.682206,-0.13324164,-0.13324164
gene_name-2820,-0.29682297,-0.13101813,0.16013125,0.46512547,0.008680945,-0.0032482247,-0.43159026,-0.0068609887,-0.43159026
gene_name-2838,0.29657412,-0.04058526,0.33998975,-0.08773096,0.16489556,-0.24318646,-0.80336314,-0.33279333,0.20142666
gene_name-2848,0.636625,-0.49685106,0.73572737,-0.21799038,0.65425307,0.918598,0.085716814,0.51097566,1.3039341
gene_name-2850,-0.78024185,0.010322598,0.62484384,-0.21678331,-0.47393388,-0.59869045,0.640067,-0.162466,0.939131
gene_name-2853,-0.07355322,0.049322505,-0.086455055,0.34481326,-0.05214727,-0.43394923,0.6433339,-0.3159182,-0.43394923
gene_name-2855,1.2848207,-0.18887065,0.05066967,-0.05685704,1.1546928,0.1841547,-0.29194203,-0.29194188,1.6824353
gene_name-2863,0.8058944,-0.18747482,-0.15058225,0.088043734,0.9476248,3.7740057,1.0999554,-0.27369317,-0.32770285
gene_name-2864,0.35714126,-0.130677,0.24335153,-0.11450152,0.60028356,-0.5400893,-0.5400893,-0.032011803,0.9033524
gene_name-2872,-0.15531366,-0.12673609,-0.06710254,-0.036204144,1.9184409,-0.15531363,-0.15531363,-0.059382085,-0.15531363
gene_name-2880,0.25186053,-0.15011501,0.08063492,-0.17232195,1.6435708,-0.17232199,-0.17232199,-0.17232196,2.551243
gene_name-2881,-0.1712227,-0.10533062,-0.064899,-0.1712227,2.3343139,-0.17122273,-0.17122273,-0.1712227,-0.17122273
gene_name-2884,0.899837,-0.13342337,0.05528288,-0.13342378,0.65848374,-0.1334237,3.4389024,-0.13342378,-0.1334237
gene_name-2885,0.53777605,-0.36330315,0.54337555,0.0727275,1.2069104,0.42302337,-0.44802785,-0.13688709,1.3836758
gene_name-2886,1.6569387,-0.25536215,0.03326589,-0.063034564,0.43974793,-0.11944506,-0.47964087,0.21223946,0.5678227
gene_name-2888,0.15368418,-0.2188213,0.5974727,-0.051164143,0.16906475,1.2702104,-0.64929485,-0.16054317,0.93181044
gene_name-2890,-1.255971,0.36527455,-0.34237495,-0.22577116,-0.1128154,-0.89525217,0.44103494,-0.12161578,-0.70876867
gene_name-2897,-0.08145526,-0.08145524,-0.081455246,-0.081455246,1.2932887,-0.08145527,-0.08145527,-0.081455246,-0.08145527
gene_name-2898,3.7013092,-0.2283225,-0.02044857,-0.20562854,-0.058162082,-0.28473738,-0.28473738,-0.21643023,-0.28473738
gene_name-2899,3.473761,-0.18179768,-0.1645655,-0.20054339,-0.06749182,-0.20054333,-0.20054333,-0.13803674,-0.20054333
gene_name-2900,3.033417,-0.12677632,-0.10804343,-0.23959778,-0.05876864,-0.36966383,-0.36966383,-0.19409658,-0.36966383
gene_name-2901,3.3783617,-0.13362916,-0.2314271,-0.23142712,-0.23142704,-0.23142706,-0.23142706,-0.10088881,-0.23142706
gene_name-2903,-0.24076264,0.010568577,0.120025605,-0.13354214,1.1704364,-0.37348387,-0.37348387,-0.37348372,-0.37348387
gene_name-2905,-0.813693,0.014740624,0.07994548,0.37433884,-1.0421084,-1.0421084,1.2118793,0.3050327,-1.0421084
gene_name-2912,3.171079,-0.16093948,-0.08042864,-0.17885536,-0.118699074,-0.40737084,0.44676483,-0.20827295,-0.40737084
gene_name-2919,-0.123501554,0.027364558,-0.03200054,-0.123501636,0.2647649,-0.12350155,-0.123501554,0.017441124,-0.123501554
gene_name-2934,-0.22652467,-0.036710713,-0.04335629,0.05925167,-0.19129844,0.3301058,-0.47257367,0.2998696,-0.47257367
gene_name-2945,-0.39930472,-0.038887847,-0.027431216,0.15239958,0.12726866,-0.43735257,0.16254818,0.17540748,0.17394763
gene_name-2958,-0.20636404,0.026203169,-0.04538927,-0.07336749,-0.28209665,0.49104473,0.8858942,0.06950506,1.7488205
gene_name-2964,-0.15160887,0.31987247,-0.43107924,0.11531902,-0.5776856,-0.7294598,0.21488336,-0.3949466,-0.7294598
gene_name-2973,-0.09290207,-0.09290198,0.025549937,-0.09290214,0.82463497,1.4105507,-0.09290209,-0.09290214,-0.09290209
gene_name-2976,-0.27048102,0.08348528,-0.027985632,-0.017441912,-0.38919222,-0.3891923,0.89215696,0.0105284965,-0.3891923
gene_name-2983,2.2874434,-0.1519959,-0.106985435,-0.31709778,1.1858798,-0.3975818,-0.3975818,-0.22954567,-0.3975818
gene_name-2985,-0.91281,0.47351673,-0.20015267,-0.44805682,-0.91280997,-0.9128099,0.30466378,-0.31257063,-0.91280997
gene_name-2991,0.7827726,-0.11368192,-0.010863268,-0.11368211,0.9563444,-0.11368204,-0.11368204,-0.11368213,-0.11368204
gene_name-2992,0.6489692,-0.06521947,-0.23304176,0.07895933,0.2936018,-0.054311108,-0.4488395,0.1170748,0.7146027
gene_name-2997,0.03759048,-0.04864543,0.14253195,-0.17742506,0.04948555,0.8518782,-0.16159195,0.058212016,-0.23428139
gene_name-2999,0.14389841,-0.14749719,0.07693198,-0.26380852,2.2206893,0.20007424,-0.26380867,-0.2132955,-0.26380867
gene_name-3006,-0.08139099,-0.03450078,-0.081390984,0.29903913,-0.081390984,-0.08139101,-0.08139101,-0.08139102,-0.08139101
gene_name-3009,1.2216032,-0.15351282,0.20024775,-0.0528379,0.04372059,0.13107891,-0.3170415,-0.16405039,1.803249
