index,B-cell,CD14+ Monocyte,CD4 T-cell,CD8 T-cell,Dendritic cell,FCGR3A+ Monocyte,Megakaryocyte,NK cell
STAMBP,0.05731068,-0.01022283,-0.027395826,-0.02022867,-0.01672093,0.076282255,0.071046375,-0.03016783
BOLA3,0.15535614,-0.18900111,0.068220116,0.05580177,-0.13267177,0.19324292,-0.16221356,-0.12883548
PCGF1,-0.0032831028,0.018619673,-0.03367861,0.027636139,0.1858225,0.096470304,0.08405742,-0.11708789
MRPL19,0.025579257,-0.08850969,-0.0016450017,0.07232976,0.20210855,0.052147184,-0.1459992,-0.06280082
TRABD2A,0.20429292,-0.25414094,0.34865212,-0.11602197,-0.22773667,-0.29743215,-0.22903575,-0.18911292
TGOLN2,-0.066413686,0.14958815,-0.051623486,-0.069339275,0.03044356,0.07682306,0.24114281,-0.02052611
MAT2A,0.016275475,0.091238245,-0.036970478,-0.1602176,0.09350936,0.012555582,0.35057494,0.011868128
VAMP8,0.114246406,0.523302,-0.24916103,-0.17745402,0.066187724,0.17003526,0.8132301,-0.39945236
VAMP5,-0.020670401,0.33991447,-0.20052405,-0.004563744,0.51230294,0.01786994,0.025803212,-0.28686592
GNLY,-0.2498575,-0.22837275,-0.28075138,0.20285118,-0.27949983,3.191569,-0.1651207,-0.2936645
RMND5A,-0.04343477,0.010670102,0.019359479,-0.02385346,0.008003291,-0.008341376,0.26421484,-0.016558826
MAL,0.51063037,-0.33062124,0.38394788,-0.2602164,-0.33968195,-0.3561863,-0.23660216,-0.31476313
ZAP70,0.12762,-0.30417112,-0.0030823362,0.40176404,-0.3504662,0.9127344,-0.35464337,-0.34016222
EIF5B,0.15946043,-0.08263543,-0.032312755,-0.017246945,-0.07188581,-0.01945242,-0.031573035,0.053035486
TGFBRAP1,0.0030093063,-0.051335603,-0.019128935,0.06482277,0.0025466478,0.032017402,0.112282455,-0.04168329
TMEM87B,0.0003133985,-0.09547317,-0.01870359,-0.00024683704,0.043264963,0.07194876,-0.12143038,0.091416724
IL1B,-0.22629891,0.740219,-0.22193238,-0.2114504,0.1245802,-0.2564073,1.3147438,-0.20640324
RABL2A,0.0080393255,-0.05258397,-0.025854759,-0.033183318,0.009763488,0.060569588,0.0078565385,0.0813222
RP11-141B14.1,-0.03749187,-0.037491977,-0.007394487,-0.008648555,-0.03749193,0.027686689,0.18023284,-0.037491854
C2orf76,0.003438447,0.014696041,-0.01329963,0.026583891,0.006427572,0.09081188,-0.11794682,-0.08910977
TMEM177,0.07472781,-0.08318294,-0.01000838,0.019283475,-0.0831824,0.04527293,-0.0831825,-0.029645622
CCDC115,0.04889319,-0.09440191,-0.10529291,0.09909722,0.21540175,0.21340759,-0.04619636,0.0080109155
PLEKHB2,0.060489472,0.068519145,-0.103840105,0.029916288,0.15411101,-0.06051747,0.28758484,-0.0673543
ZRANB3,-0.0024982977,-0.07148117,-0.02618226,-0.07148122,0.04302548,-0.006081838,0.17898123,0.075333476
R3HDM1,0.047686867,-0.080490075,-0.009750595,0.0754308,0.0403799,0.08896855,-0.049291085,-0.06875699
UBXN4,0.010856637,-0.015390759,-0.011036113,0.008639642,-0.06317887,0.08591794,0.006562613,0.022316815
ACVR2A,0.012714334,-0.01585809,-0.02601017,-0.0561636,0.08254234,-0.056163374,-0.056163426,-0.056163598
MMADHC,0.004468416,-0.1041976,-0.023883158,0.16187614,-0.028704565,0.0879831,0.09782433,0.0047239168
PSMD14,0.14530398,-0.07210672,-0.06722943,0.0773375,-0.06384535,0.11115876,0.087134145,-0.048018202
GCA,-0.19492698,0.59850746,-0.22325318,-0.2861714,0.4011535,-0.29522404,0.28532004,0.044313684
FASTKD1,-0.032943036,-0.064711295,-0.018163208,0.08077288,-0.05066587,0.03783214,0.26913372,0.002887703
PPIG,0.09744749,-0.09141202,-0.0059149577,0.015817147,-0.11755954,-0.003919084,-0.099075295,0.07993623
METTL8,0.056588285,-0.06331495,-0.061338067,0.022110095,-0.14024676,0.0064721634,0.20284632,0.13774988
SLC25A12,0.01503651,-0.080224626,-0.028272843,0.10571685,0.05241454,0.1267688,-0.108830705,-0.06098853
MLTK,-0.06761537,0.20013271,-0.056277398,-0.08354024,0.17373984,-0.12165053,0.44715995,-0.09574979
OLA1,0.049288467,0.0070971088,-0.011549066,-0.06904411,-0.05920382,0.06677229,0.32525387,-0.0024816834
NFE2L2,-0.029984646,0.020161595,0.041345634,-0.046661284,0.02885069,-0.08475247,0.2145016,-0.028071161
TTC30A,-0.021923572,-0.04485703,-0.029797273,-0.015992507,0.024417842,0.02036931,-0.04485707,-0.04485703
PLEKHA3,0.096832804,-0.0700729,-0.02369582,0.041065335,-0.0745381,0.033795036,0.06497448,-0.006576486
TTN-AS1,-0.003171173,0.017318401,0.020646702,-0.05171005,0.09678737,-0.09633044,0.06354088,-0.06689509
DNAJC10,0.041324005,-0.03959485,-0.07761783,-0.017959265,-0.06879655,0.07739531,0.04510174,0.15477698
ZC3H15,0.11094553,-0.073756,-0.032655876,0.07024726,0.11350326,0.0470829,0.2967182,-0.12295579
SLC40A1,0.11149727,-0.0686581,0.099811174,-0.13822362,-0.042218227,-0.115890145,0.040070422,-0.15050244
ANKAR,0.04607289,-0.07056334,-0.016001636,-0.030849818,-0.08883166,-0.08883168,-0.088831596,0.11009945
C2orf88,-0.057992976,-0.037836697,-0.057993293,-0.037710816,0.0015688305,-0.05799304,-0.057993174,-0.028669408
NABP1,0.15959865,0.021457676,-0.10670217,-0.023340035,0.3411621,-0.058288734,0.024525922,-0.1246555
SDPR,-0.112427995,-0.05215529,-0.06065722,-0.045391288,0.076226376,-0.009132353,0.12262823,-0.09420019
SF3B1,0.1263815,-0.17071432,0.050692815,0.030907877,-0.09291903,0.07961106,0.07457699,-0.03257261
PLCL1,0.015933165,-0.05292274,-0.007706968,-0.0240349,0.016407924,-0.05292262,-0.052922573,-0.05292253
TYW5,-0.04334845,0.01823681,-0.06757987,0.020129193,0.010324773,0.17884141,0.04483455,0.022795385
ORC2,-0.018445643,-0.02475534,0.058123067,-0.0038543548,-0.12788123,-0.02652998,0.13911074,-0.023098882
NOP58,0.28429425,-0.1561249,-0.024595303,-0.057652064,-0.14633055,0.09160747,0.05772083,-0.003073301
BMPR2,0.02888036,-0.0035687601,-0.07092606,0.010532318,0.013202545,-0.0070951637,0.34471357,0.0061505195
ICOS,0.30071634,-0.1649641,0.13349384,-0.0846606,-0.1562973,-0.18260711,-0.08388688,-0.16366412
NDUFS1,0.07941123,-0.0032915913,-0.049256053,0.014323188,0.02612327,0.09148205,0.19351175,-0.10515387
METTL21A,-0.03825173,-0.09296561,0.012897777,-0.09997595,0.20651692,0.002404533,-0.06285943,0.18507701
IDH1,-0.04522728,0.09776451,-0.07677385,-0.09983694,0.059572693,-0.056752935,0.007454477,0.14819336
TNS1,-0.044828456,0.015561247,-0.04482844,-0.01596408,-0.044828534,-0.044828527,-0.044828568,-0.044828463
CXCR1,-0.05000811,-0.029867591,-0.050008263,-0.05000794,-0.050007917,0.27629074,-0.050007943,-0.020707611
RNF25,0.03987784,0.006654181,-0.018845044,-0.03731756,0.1928191,-0.05237741,-0.13969676,-0.051138453
CYP27A1,-0.10936738,0.3811038,-0.109367386,-0.061248034,-0.10936738,-0.05357231,-0.10936739,-0.10936738
GMPPA,0.013042271,0.03181581,-0.047790997,-0.049227227,0.15864861,0.06256495,-0.09041372,-0.045316122
STK11IP,-0.023085507,0.04245203,-0.059283227,-0.012314098,0.23807578,-0.025812468,0.60692006,-0.071112424
SERPINE2,-0.057537764,-0.0631139,0.053499978,-0.05158543,-0.08055241,-0.0150943855,0.15403648,-0.051163077
DOCK10,0.057283115,-0.08002013,0.008205298,0.111462936,-0.071944624,-0.05909297,0.2796694,-0.06788095
MFF,0.08415246,-0.037185363,-0.07773304,-0.054109287,-0.03691727,0.065505065,-0.08508193,0.1372066
TRIP12,0.00096858636,-0.018598255,-0.017255979,0.039201703,-0.02596727,0.029993385,0.087020196,-0.021935862
ATG16L1,-0.020773109,-0.033758912,0.019322209,0.09281652,-0.12440506,-0.124405056,-0.12440515,0.041046232
RAMP1,-0.112575635,-0.08636195,-0.09923107,-0.035205968,-0.124269694,1.51273,-0.124269955,-0.124270044
NDUFA10,0.0062710205,0.056733876,-0.059926648,-0.005960447,0.01095453,0.022021411,0.16623023,0.016091539
GPR35,-0.08543522,0.22702795,-0.07482009,-0.05558913,0.10020524,-0.105119765,0.48590493,-0.10511994
MTERFD2,0.09503051,-0.12671068,0.05283482,-0.005287758,-0.13998681,-0.045342997,0.03367535,0.052720472
PASK,0.34540325,-0.2251127,0.18593806,-0.101417445,-0.23443116,-0.16078545,-0.10653344,-0.19755392
HDLBP,-0.07534036,0.15759675,-0.09392303,-0.028586028,0.2991829,-0.04936468,0.22976169,-0.053086605
DTYMK,-0.025912143,0.0028238944,-0.056506883,0.015961453,0.2792088,0.019422362,-0.18168183,0.016402083
ING5,-0.0044447607,-0.046277706,0.06951073,-0.0049354793,-0.06703316,-0.005411931,-0.023228355,-0.047378734
PDCD1,0.1393351,-0.09417719,-0.050971687,0.15690716,-0.09417704,-0.094177045,-0.09417699,-0.064748
THUMPD3,0.012112034,-0.011952657,-0.04409452,0.058741856,0.08283119,0.030663788,0.36397174,-0.065254435
SETD5,0.06018588,-0.013239337,-0.023367228,-0.007959375,-0.038230844,0.03734166,0.16194518,-0.013401635
ARPC4,-0.023664767,0.04872982,-0.12411617,0.08250361,0.32028434,0.4424652,0.13849865,-0.23436087
RPUSD3,0.109905876,-0.05314396,-0.051891334,-0.040963553,0.05319717,0.23397604,0.33796263,-0.07535286
JAGN1,-0.013812415,0.035765436,-0.046131894,0.009829782,0.039539795,0.29883212,0.16485256,-0.107731156
ATG7,-0.05577899,0.111564055,-0.0681947,0.047868006,0.109347984,-0.08903083,0.013580203,-0.042621415
TMEM40,-0.07019237,-0.033131097,-0.07019296,-0.042741094,-0.025506182,-0.07019243,-0.07019255,-0.040833216
SLC6A6,0.05416964,0.038868334,-0.06038504,-0.01020229,0.25488293,-0.008039528,0.1769193,-0.12006909
CCDC174,0.04059105,-0.1329042,-0.0129614575,0.027042186,-0.004965772,0.17780349,-0.08394066,0.07789463
UBE2E1,0.10034556,0.044778608,-0.06499867,-0.12860806,0.04622235,0.015942832,0.047744676,0.044818982
TOP2B,0.056612875,-0.00092985324,-0.03205749,0.03513199,-0.11110199,0.06000074,0.36844745,-0.06974618
SLC4A7,0.104533285,-0.10809647,0.031275753,0.016465038,-0.12744121,0.028089335,-0.1537673,-0.0047114124
CMTM7,0.07897387,0.08139594,-0.010797781,-0.043224715,0.2957428,-0.26131856,-0.13051876,-0.13597095
GLB1,0.020474566,0.11630062,-0.1313346,-0.044711463,0.290259,-0.07097027,0.2673977,-0.012138716
CRTAP,-0.0989434,0.4032104,-0.15222159,-0.09203146,0.0764923,-0.12064452,0.47714153,-0.092603385
CSRNP1,0.09047497,0.10199647,-0.053770736,-0.07851538,0.20007686,-0.09207942,0.22168572,-0.13202614
EIF1B,-0.0656932,0.016686732,-0.05743494,-0.06586837,0.19590765,-0.15130633,0.19592208,0.21535596
ENTPD3-AS1,0.085832946,-0.07643514,0.053094428,-0.046701305,0.026955673,-0.07903323,0.006556807,-0.06229866
CTNNB1,0.012812112,0.05375484,-0.01980445,-0.031336676,-0.016734663,0.003173091,0.023926757,-0.017250089
VIPR1,0.036180753,0.070362054,0.006481884,-0.108752616,-0.005671908,-0.08749422,0.16418958,-0.053627227
NKTR,0.1251955,-0.17693275,0.024532445,-0.114525475,0.09532738,0.26631337,-0.09118751,0.027916094
ABHD5,-0.0071882675,0.109567866,-0.08670963,-0.07702511,0.4022429,-0.07541184,0.0694972,-0.07202425
ELP6,0.007970693,-0.1223139,-0.010473308,0.07285435,-0.0058029173,0.07446948,0.21953778,0.058705393
NME6,0.01979185,-0.043690477,-0.013773003,0.043119986,0.0060041067,-0.007839705,0.29512367,-0.017903812
TREX1,-0.12979491,0.36368757,-0.17759171,-0.08191487,0.3507218,-0.12944731,0.026375815,-0.018766524
UQCRC1,-0.10381055,0.33775425,-0.18743077,-0.043552954,0.54449797,0.011349181,0.38168946,-0.20834613
ARIH2OS,-0.020023564,-0.04244362,0.0012326312,0.0043067206,0.0131371105,0.11585271,0.0475843,0.010027273
QRICH1,0.031647667,-0.00245886,-0.02904582,-0.012205952,0.061789975,-0.08006793,0.11365503,0.01942529
USP19,-0.10262285,-0.026728962,0.0058188476,0.16869415,0.10726967,0.025286224,-0.00044178218,-0.08321446
GPX1,-0.30526426,1.3138212,-0.40590882,-0.4997912,0.09353839,-0.5532706,1.2200568,-0.24513496
TCTA,-0.05808897,-0.02113538,0.02510088,-0.023675844,0.1042764,0.109268636,0.12854573,-0.05379536
IP6K1,-0.05011033,-0.03480457,0.028549818,0.049331587,0.063181,-0.08011198,-0.102233626,0.020220594
FAM212A,-0.06942595,-0.060616434,-0.0757153,-0.08845911,0.017790189,-0.08845924,-0.08845933,0.3001843
RBM5,0.019691493,-0.07975405,-0.009861431,0.048363663,0.065771095,0.013198722,-0.031625867,0.028055314
GNAI2,-0.12527987,0.528766,-0.25603855,-0.103446245,0.56543523,-0.06609778,0.35281527,-0.2331637
NPRL2,-0.02302627,-0.1551862,0.01804544,0.16057749,0.07477407,0.23655364,0.032259688,-0.09054316
C3orf18,-0.037630837,-0.06060025,-0.0002666985,-0.060600236,-0.060600176,0.070057005,-0.060600072,0.027393425
HEMK1,0.009982304,-0.032525104,-0.052897453,0.010968854,-0.047583763,0.057004284,0.017293908,0.08745352
CISH,0.21431836,-0.2151,0.1716667,0.12345084,-0.15795906,-0.26003242,-0.036320627,-0.2230159
GLYCTK,-0.010834434,0.041827995,-0.08296306,0.057243787,0.062535815,0.18154885,-0.12634708,-0.06281337
PBRM1,0.044873834,-0.036090072,-0.034412842,-0.0069667106,0.10934853,0.03611151,0.4157276,-0.03146077
PRKCD,-0.13767256,0.30559444,-0.18241148,-0.12036372,0.39989042,0.0057168812,0.45898196,-0.045750875
CCDC66,0.108093195,-0.14062461,0.11382264,-0.035207864,-0.18485259,-0.14104673,0.13143466,0.004466582
ARF4,0.08977103,-0.05901729,-0.022523511,0.0457263,0.11457362,-0.004488586,0.20058277,-0.10283081
DENND6A,-0.036364537,-0.013044174,0.03442334,-0.06768031,0.09507728,0.16044913,0.0034675712,-0.06550399
DNASE1L3,-0.05066235,-0.030520763,-0.035593864,-0.050662182,0.018652769,0.014601938,1.1881928,-0.05066217
THOC7,0.11372458,-0.09299884,0.0031111448,0.055644806,-0.055401906,0.040506527,0.25760084,-0.07649732
SUCLG2,0.16388053,-0.11773557,0.09832691,-0.06603814,-0.0018941682,0.027587684,-0.32541528,-0.13410771
EOGT,-0.01220149,-0.023481611,-0.0028838692,0.028794108,-0.07798894,-0.023532633,-0.077989,-0.019225243
ARL6IP5,0.37685943,-0.2221595,-0.1009028,0.14217901,0.08765533,0.2062215,-0.1678497,-0.23446006
PROK2,-0.054758582,0.045990698,-0.054758642,0.031920247,-0.054758642,-0.05475866,-0.054758675,-0.054758724
C3orf38,0.11712952,-0.0947859,-0.060761012,0.053765748,0.020804616,0.028671661,0.12847012,0.00427312
MINA,-0.018154547,-0.050412998,0.10981358,0.004578458,0.025119755,-0.15642425,-0.095895246,-0.054562826
TBC1D23,0.085990384,0.014594225,-0.036269214,-0.076728925,0.04885888,-0.045783065,0.007326618,-0.002385263
NIT2,0.13097233,-0.04826205,-0.032669306,-0.074268594,-0.047929272,0.07234386,0.1264978,0.023060808
BBX,0.047848213,-0.14492558,-0.0019019545,-0.045812394,0.0028997348,-0.0010244955,0.05955177,0.20751096
CD47,0.1850814,-0.22316267,-0.12057168,0.075267695,0.14165018,0.33392757,0.20614883,0.015187961
CD96,0.22774786,-0.24817519,0.09648369,0.09502816,-0.2035559,0.16631585,-0.08712577,-0.1818651
TIGIT,0.112711556,-0.24269405,-0.13237156,0.62048495,-0.24145447,0.47798777,-0.20690131,-0.2473292
B4GALT4,0.042887915,-0.06136872,-0.04925284,-0.059403516,-0.046464726,0.32636985,0.4991343,0.0010756692
TIMMDC1,-0.08602427,0.020720385,-0.03239151,0.0013455235,0.22663574,0.21127771,0.26185107,-0.07365848
FSTL1,-0.051043823,-0.03090128,-0.035974946,-0.022161325,-0.051043637,-0.05104363,-0.051043738,-0.05104365
HGD,-0.04978374,-0.049783736,-0.034716588,-0.04978375,-0.049783804,-0.0497838,-0.04978383,-0.04978375
GOLGB1,0.05145379,0.0050248113,-0.027534474,-0.07365465,0.0375128,-0.046340786,0.17486213,0.037299756
EAF2,-0.20580973,-0.04370246,-0.24586484,-0.22624621,0.252115,-0.26149595,0.28829297,1.0287975
KPNA1,0.0077050766,-0.0718582,-0.0226271,-0.019618163,-0.036624733,0.0898904,-0.11055518,0.11728066
PDIA5,-0.032497246,0.05801859,-0.020263625,-0.047679484,-0.07663529,-0.0766353,-0.07663521,0.0027158184
GATA2,-0.038257826,-0.038257796,-0.023208072,-0.038257886,-0.038258072,-0.038258072,-0.038258065,-0.03825789
RAB7A,0.0068773255,0.052648745,-0.17021713,-0.020259487,0.27337798,0.3683083,0.8349919,-0.091663636
GP9,-0.07404364,-0.04110671,-0.06251052,-0.07404373,-0.04467232,-0.074043915,-0.07404383,-0.055185847
ISY1,-0.05048817,-0.039470017,-0.062017914,0.1321916,0.065537065,0.14612472,0.21369696,-0.0043782247
ACPP,-0.0637984,0.07623438,-0.048710182,-0.03487923,0.07322955,-0.06379805,0.22658709,-0.063798256
NPHP3,0.13902877,-0.03128578,0.0069299187,-0.018457195,-0.056711104,0.027832134,-0.1397597,-0.12207074
UBA5,0.059344172,-0.075569496,-0.012381741,0.055203088,-0.12047099,0.012959143,-0.12332156,0.04928703
CDV3,-0.044420216,0.12826607,-0.052260615,-0.041317936,0.18764895,0.14766417,0.14343092,-0.13824071
RAB6B,-0.04233154,-0.042331558,-0.04233159,0.0730976,-0.04233137,-0.042331364,-0.042331453,-0.042331498
ANAPC13,0.06333777,0.013480314,-0.0016492668,-0.047256842,0.25077718,-0.06987203,0.05755373,-0.12349583
NMNAT3,-0.07021181,0.004264127,0.045703225,-0.07021192,0.12638669,-0.070212096,-0.07021212,-0.070211925
RNF7,-0.01369937,0.30509907,-0.11516338,-0.06709347,0.31267446,0.041788008,0.32520097,-0.29597986
U2SURP,-0.009766205,-0.11689164,-0.013309081,0.07945605,0.18179329,0.016020935,0.07420686,0.047231764
GYG1,-0.021019842,0.0049455115,-0.1854885,0.2942011,0.3086395,0.1536925,0.114647,-0.13474937
SIAH2,0.04839961,-0.060214113,-0.046576343,-0.07744104,-0.03058525,-0.08273329,0.1614084,0.21114132
GPR171,0.26986954,-0.20977333,0.027546719,0.28316262,-0.19641212,-0.15074115,-0.13411081,-0.21536891
MBNL1-AS1,-0.05289603,0.04180503,-0.040969864,-0.020974485,-0.056266963,0.02766089,0.14124781,0.00096722075
LINC00886,0.0001463555,-0.02559301,-0.045724764,-0.016857564,-0.0457245,0.01950745,-0.045724515,0.0128511395
MFSD1,-0.14310034,0.22584409,-0.08917332,-0.0961073,0.097550794,-0.0780505,0.527937,-0.060047396
SPTSSB,-0.04616743,-0.069156535,-0.06915656,0.017646492,-0.06915627,0.45391697,-0.06915617,-0.039800145
RPL22L1,0.0046992493,-0.1775098,-0.05745854,0.025705554,0.008572639,-0.119400606,0.15778053,0.38701046
TNFSF10,-0.018391192,0.40793318,-0.20053384,-0.29090887,1.0221252,-0.14845067,0.0741762,-0.24609523
ZMAT3,0.006100561,-0.05875066,0.024536936,-0.008403888,-0.04596711,0.20218547,-0.15988733,-0.022282643
RP11-145M9.4,-0.05739592,0.023224488,-0.057395924,-0.05739592,0.011965446,-0.057395905,0.54965055,0.030569628
ACTL6A,0.09327162,-0.093915984,-0.012136569,0.029068105,-0.084292404,0.03480079,0.2864615,-5.6678196e-05
TTC14,0.004976379,-0.19127856,0.019218927,0.035028882,0.004421727,0.18983386,-0.021299582,0.1239025
LAMP3,0.0020559125,-0.045926586,0.056378707,-0.03459238,-0.063510485,-0.06351051,-0.06351045,-0.06351072
KLHL6,0.004510632,0.04306038,-0.011307738,-0.08230142,0.085448965,-0.1418044,0.47322136,-0.014260184
KLHL24,-0.023904042,-0.02907738,0.032156497,-0.080876105,-0.01616203,0.108137876,-0.13121846,0.06102055
YEATS2,0.04098718,0.019319069,-0.036565453,-0.014448431,-0.027089043,-0.04611754,-0.10724921,0.005203423
PARL,-0.109832905,0.29254746,-0.073901825,-0.05038124,0.043394804,-0.08184931,0.4106014,-0.10333656
SENP2,0.0025840655,0.031735655,-0.06251479,-0.022701126,0.00039251996,0.002644669,-0.1178255,0.07809206
RPL39L,0.032404583,-0.0746005,-0.07871327,0.12236299,-0.05921144,0.1790054,-0.13110612,0.030400543
RP11-211G3.2,-0.030448986,0.009753204,-0.030448962,-0.030449005,-0.030449128,-0.030449115,-0.030449148,-0.0012057557
IL1RAP,-0.02840201,0.0057552382,-0.04419581,-0.016505193,0.095261715,0.056432385,-0.07440403,-0.04503244
FAM43A,-0.06663321,-0.05897949,-0.071918696,0.089790374,-0.09940906,0.30442464,0.23954849,0.095697
PPP1R2,0.24801396,-0.27845696,0.08769135,0.0072154035,-0.07154383,-0.15086104,-0.20431966,0.046056155
PCYT1A,-0.041858062,0.08102634,-0.047742087,-0.08661864,0.15170394,0.29657963,0.055873968,-0.0972502
RNF168,-0.009500079,0.042743307,-0.0011493646,-0.034192234,0.048495766,0.15241368,-0.08052538,-0.10650026
PIGX,0.05808779,-0.016116718,-0.036318257,-0.023397528,0.25017777,0.040604357,-0.08667904,-0.07531325
ZNF718,-0.037080783,-0.06088262,-0.038360212,-0.023147922,-0.08108518,-0.08108519,-0.08108514,0.20764947
PDE6B,0.0008879192,-0.037678067,0.010519602,0.015932668,-0.08393927,-0.030188382,-0.12064744,0.045457143
IDUA,0.07897716,-0.021271579,-0.014469218,0.030794686,-0.07488851,-0.0748885,-0.07488855,-0.07488835
SPON2,-0.19853698,-0.2195958,-0.20284101,0.14757791,-0.22630478,2.6433725,-0.17209601,-0.24756204
MAEA,0.12170402,-0.122805916,-0.07857149,0.14306158,0.039604083,0.14776424,0.037610654,-0.064214535
SLBP,0.0578784,-0.09008283,-0.014467506,0.10754951,0.00209749,0.14037707,0.008231201,-0.089341134
ZFYVE28,0.0676555,-0.042461295,0.027625192,0.060611106,-0.15301566,0.08079351,-0.0385826,-0.11352736
ADD1,-0.09088097,-0.018981049,-0.11065153,-0.03248923,0.12659302,0.24346429,0.16895424,0.22399257
MFSD10,0.010809661,-0.10735106,-0.07276749,0.2567163,-0.00061171217,0.28567922,-0.04478723,-0.09395091
LYAR,-0.025509981,-0.2823009,-0.1607104,1.0312021,-0.31221026,0.46316215,-0.20096827,-0.3419213
STX18,0.018709349,-0.055116896,-0.07443942,0.14276986,0.033083573,0.03966357,0.5280612,-0.033700425
JAKMIP1,-0.031787362,-0.1080167,-0.08256623,0.5056565,-0.10801607,-0.1080161,-0.108016245,-0.07266395
AC093323.3,0.05804517,-0.06420706,0.00011890385,0.054618545,-0.05022944,0.16617586,-0.19048305,-0.066803955
S100P,-0.03467985,0.08344643,-0.05764262,-0.05764259,0.011720479,-0.057642598,-0.05764261,-0.0576426
GRPEL1,-0.018264746,0.012159649,0.01792131,0.013529961,0.18362668,-0.023255471,-0.10909731,-0.09393444
FGFBP2,-0.26108947,-0.28167808,-0.3041117,0.49693385,-0.2697754,2.748357,-0.25925288,-0.25378105
MED28,-0.002518189,0.07114473,-0.041021675,-0.117570154,0.15581085,-0.09503569,0.352942,0.057958096
DHX15,-0.047304124,-0.048410054,0.0039195865,0.07002193,-0.012351309,0.19661233,-0.14928436,-0.016322369
ANAPC4,0.010038752,-0.03572501,-0.015995022,0.042729124,0.036388345,0.032417692,0.073567435,-0.014795475
RBPJ,0.0049432367,0.039362278,0.017133093,0.012102135,0.032761306,-0.04102851,0.42237794,-0.13615191
PGM2,0.0073085437,-0.032265052,0.0011385275,-0.055227187,0.05215764,0.04867907,0.47990787,-0.005883476
RFC1,0.102491125,-0.11109949,0.05631509,0.028039385,-0.13697226,-0.03414023,0.11184981,-0.050336093
